xd1388	0.09
xd1389	0.1
xd1390	0.15
xd1391	0.01
xd1392	0.04
xd1393	0.06
xd1394	0.05
xd1395	-0.014
xd1396	0.06
xd1397	0.03
xd1398	0
xd1399	0.02
xd1400	0.01
xd1401	0.01
xd1402	0.01
xd1403	0.05
xd1404	0.04
xd1405	0.01
xd1406	0.01
xd1407	0
xd1408	0
xd1409	-0.008
xd1410	0.1
xd1411	0.04
xd1412	0.02
xd1413	0.07
xd1414	0.02
xd1415	0.03
xd1416	0.35
xd1417	0
